,menghargai,penghargaan,bersyukur,kesyukuran,kesyukuran,bersyukur,kesyukuran,menghargai,penghargaan,kesyukuran,bersyukur,mengucapkan terima kasih,rasa syukur,terima kasih,berhutang,kewajipan,terpaksa,wajib,kewajipan,berhutang,kewajipan,tanggungjawab,hutang-piutang,hutang yang belum dibayar,kewajipan hutang,rasa terhutang budi,terhutang budi,penyesalan,maaf,ampunkan saya,bersifat memohon maaf,maafkan saya,maafkan saya,memohon maaf,minta izin,permohonan maaf,permohonan maaf
menghargai,0.9999999999999997,0.9875279109831592,0.9923910326110469,0.9923564912761847,0.9923564912761847,0.9923910326110469,0.9923564912761847,0.9999999999999997,0.9875279109831592,0.9923564912761847,0.9923910326110469,0.992691685897714,0.9923982499500348,0.9926980807613005,0.9904834365479959,0.99445828001433,0.9860373226440287,0.9821833889322953,0.994458280014329,0.9904834365479946,0.994458280014329,0.9884243264121777,0.9833665480378301,0.988909315850135,0.9884246378914422,0.9901157871655276,0.9923271236332697,0.987801610019031,0.993426199372648,0.9901952387865848,0.9898823929734996,0.9890213611767101,0.9890213611767096,0.9871325169712382,0.9902812444748553,0.9881735649839395,0.9881735649839395
penghargaan,0.9875279109831592,0.9999999999999991,0.9893726419884572,0.9900799690307058,0.9900799690307058,0.9893726419884572,0.9900799690307058,0.9875279109831592,0.9999999999999991,0.9900799690307058,0.9893726419884572,0.9911556971458853,0.9894465422676116,0.9897194545777768,0.9893105360879773,0.9900308536096118,0.9848024873533621,0.975869841411456,0.9900308536096116,0.9893105360879773,0.9900308536096116,0.9899925359708378,0.9810172973879777,0.9917997513263589,0.9856657455460487,0.9894556966239908,0.9896254161904907,0.9856999247366016,0.9858765102989974,0.9888796780073381,0.9888227907669863,0.9882924064645549,0.9882924064645541,0.9785620462617504,0.9904845427347071,0.9819322388938847,0.9819322388938847
bersyukur,0.9923910326110469,0.9893726419884572,1.0000000000000002,0.9916236749797116,0.9916236749797116,1.0000000000000002,0.9916236749797116,0.9923910326110469,0.9893726419884572,0.9916236749797116,1.0000000000000002,0.9940632183612107,0.9938519685391238,0.9919534331509767,0.993631405273835,0.9937878940379848,0.9845074689026568,0.981472583399084,0.9937878940379845,0.993631405273835,0.9937878940379845,0.98820886248466,0.9859663119423565,0.9892726059194851,0.989296159160496,0.9916342458791655,0.9938674380491753,0.9898921827165832,0.9902920276768767,0.9910567724078785,0.991031805783962,0.9898397811942061,0.9898397811942056,0.9857842492310834,0.990228836198435,0.9887730069728817,0.9887730069728817
kesyukuran,0.9923564912761847,0.9900799690307058,0.9916236749797116,0.9999999999999997,0.9999999999999997,0.9916236749797116,0.9999999999999997,0.9923564912761847,0.9900799690307058,0.9999999999999997,0.9916236749797116,0.9938533503060877,0.99355697735922,0.994581463386816,0.991060735484222,0.9941974305959338,0.99069327591608,0.9809038545268582,0.9941974305959335,0.9910607354842225,0.9941974305959335,0.9907688991227488,0.9806966963902517,0.9919508399848952,0.9858668522813816,0.9913725911782378,0.9925184139024362,0.9877498742392332,0.9912020250050362,0.9924898055643738,0.9909810776336957,0.992155886146564,0.9921558861465644,0.9834164385518782,0.993830612284547,0.9858548110141907,0.9858548110141907
kesyukuran,0.9923564912761847,0.9900799690307058,0.9916236749797116,0.9999999999999997,0.9999999999999997,0.9916236749797116,0.9999999999999997,0.9923564912761847,0.9900799690307058,0.9999999999999997,0.9916236749797116,0.9938533503060877,0.99355697735922,0.994581463386816,0.991060735484222,0.9941974305959338,0.99069327591608,0.9809038545268582,0.9941974305959335,0.9910607354842225,0.9941974305959335,0.9907688991227488,0.9806966963902517,0.9919508399848952,0.9858668522813816,0.9913725911782378,0.9925184139024362,0.9877498742392332,0.9912020250050362,0.9924898055643738,0.9909810776336957,0.992155886146564,0.9921558861465644,0.9834164385518782,0.993830612284547,0.9858548110141907,0.9858548110141907
bersyukur,0.9923910326110469,0.9893726419884572,1.0000000000000002,0.9916236749797116,0.9916236749797116,1.0000000000000002,0.9916236749797116,0.9923910326110469,0.9893726419884572,0.9916236749797116,1.0000000000000002,0.9940632183612107,0.9938519685391238,0.9919534331509767,0.993631405273835,0.9937878940379848,0.9845074689026568,0.981472583399084,0.9937878940379845,0.993631405273835,0.9937878940379845,0.98820886248466,0.9859663119423565,0.9892726059194851,0.989296159160496,0.9916342458791655,0.9938674380491753,0.9898921827165832,0.9902920276768767,0.9910567724078785,0.991031805783962,0.9898397811942061,0.9898397811942056,0.9857842492310834,0.990228836198435,0.9887730069728817,0.9887730069728817
kesyukuran,0.9923564912761847,0.9900799690307058,0.9916236749797116,0.9999999999999997,0.9999999999999997,0.9916236749797116,0.9999999999999997,0.9923564912761847,0.9900799690307058,0.9999999999999997,0.9916236749797116,0.9938533503060877,0.99355697735922,0.994581463386816,0.991060735484222,0.9941974305959338,0.99069327591608,0.9809038545268582,0.9941974305959335,0.9910607354842225,0.9941974305959335,0.9907688991227488,0.9806966963902517,0.9919508399848952,0.9858668522813816,0.9913725911782378,0.9925184139024362,0.9877498742392332,0.9912020250050362,0.9924898055643738,0.9909810776336957,0.992155886146564,0.9921558861465644,0.9834164385518782,0.993830612284547,0.9858548110141907,0.9858548110141907
menghargai,0.9999999999999997,0.9875279109831592,0.9923910326110469,0.9923564912761847,0.9923564912761847,0.9923910326110469,0.9923564912761847,0.9999999999999997,0.9875279109831592,0.9923564912761847,0.9923910326110469,0.992691685897714,0.9923982499500348,0.9926980807613005,0.9904834365479959,0.99445828001433,0.9860373226440287,0.9821833889322953,0.994458280014329,0.9904834365479946,0.994458280014329,0.9884243264121777,0.9833665480378301,0.988909315850135,0.9884246378914422,0.9901157871655276,0.9923271236332697,0.987801610019031,0.993426199372648,0.9901952387865848,0.9898823929734996,0.9890213611767101,0.9890213611767096,0.9871325169712382,0.9902812444748553,0.9881735649839395,0.9881735649839395
penghargaan,0.9875279109831592,0.9999999999999991,0.9893726419884572,0.9900799690307058,0.9900799690307058,0.9893726419884572,0.9900799690307058,0.9875279109831592,0.9999999999999991,0.9900799690307058,0.9893726419884572,0.9911556971458853,0.9894465422676116,0.9897194545777768,0.9893105360879773,0.9900308536096118,0.9848024873533621,0.975869841411456,0.9900308536096116,0.9893105360879773,0.9900308536096116,0.9899925359708378,0.9810172973879777,0.9917997513263589,0.9856657455460487,0.9894556966239908,0.9896254161904907,0.9856999247366016,0.9858765102989974,0.9888796780073381,0.9888227907669863,0.9882924064645549,0.9882924064645541,0.9785620462617504,0.9904845427347071,0.9819322388938847,0.9819322388938847
kesyukuran,0.9923564912761847,0.9900799690307058,0.9916236749797116,0.9999999999999997,0.9999999999999997,0.9916236749797116,0.9999999999999997,0.9923564912761847,0.9900799690307058,0.9999999999999997,0.9916236749797116,0.9938533503060877,0.99355697735922,0.994581463386816,0.991060735484222,0.9941974305959338,0.99069327591608,0.9809038545268582,0.9941974305959335,0.9910607354842225,0.9941974305959335,0.9907688991227488,0.9806966963902517,0.9919508399848952,0.9858668522813816,0.9913725911782378,0.9925184139024362,0.9877498742392332,0.9912020250050362,0.9924898055643738,0.9909810776336957,0.992155886146564,0.9921558861465644,0.9834164385518782,0.993830612284547,0.9858548110141907,0.9858548110141907
bersyukur,0.9923910326110469,0.9893726419884572,1.0000000000000002,0.9916236749797116,0.9916236749797116,1.0000000000000002,0.9916236749797116,0.9923910326110469,0.9893726419884572,0.9916236749797116,1.0000000000000002,0.9940632183612107,0.9938519685391238,0.9919534331509767,0.993631405273835,0.9937878940379848,0.9845074689026568,0.981472583399084,0.9937878940379845,0.993631405273835,0.9937878940379845,0.98820886248466,0.9859663119423565,0.9892726059194851,0.989296159160496,0.9916342458791655,0.9938674380491753,0.9898921827165832,0.9902920276768767,0.9910567724078785,0.991031805783962,0.9898397811942061,0.9898397811942056,0.9857842492310834,0.990228836198435,0.9887730069728817,0.9887730069728817
mengucapkan terima kasih,0.992691685897714,0.9911556971458853,0.9940632183612107,0.9938533503060877,0.9938533503060877,0.9940632183612107,0.9938533503060877,0.992691685897714,0.9911556971458853,0.9938533503060877,0.9940632183612107,1.0,0.9963083085316586,0.9957208526848915,0.9940403122419245,0.9952382635267653,0.9874447623405946,0.9825619414856022,0.9952382635267645,0.9940403122419246,0.9952382635267645,0.9919687695133245,0.9864946953319633,0.9939129717962988,0.9927422525908167,0.995656636101698,0.9964086286979995,0.9909605424228252,0.9923210567328652,0.9944751154613855,0.9952647479314002,0.9937545953897488,0.9937545953897491,0.9881616250544978,0.9938951719697902,0.9908360821164118,0.9908360821164118
rasa syukur,0.9923982499500348,0.9894465422676116,0.9938519685391238,0.99355697735922,0.99355697735922,0.9938519685391238,0.99355697735922,0.9923982499500348,0.9894465422676116,0.99355697735922,0.9938519685391238,0.9963083085316586,0.9999999999999994,0.9946048796047378,0.9924107933389238,0.9939383793099581,0.9873845253145688,0.9807978718548128,0.9939383793099571,0.9924107933389237,0.9939383793099571,0.9905816794227496,0.9845993322842271,0.9933593376352494,0.9907703355775977,0.9965641649767679,0.9948732172374211,0.989784087354164,0.9923236874585759,0.9940204786004798,0.9940786756985727,0.9942647904728419,0.9942647904728407,0.9863057999264231,0.994311148323344,0.9893835247018574,0.9893835247018574
terima kasih,0.9926980807613005,0.9897194545777768,0.9919534331509767,0.994581463386816,0.994581463386816,0.9919534331509767,0.994581463386816,0.9926980807613005,0.9897194545777768,0.994581463386816,0.9919534331509767,0.9957208526848915,0.9946048796047378,0.9999999999999992,0.991696976280068,0.9944462000454045,0.9885823295835529,0.9823709105493662,0.9944462000454036,0.9916969762800671,0.9944462000454036,0.991342057141149,0.98272215407773,0.9913461084467137,0.9898556683719015,0.9933119226397463,0.9953781539352381,0.988944446644893,0.9930581072478974,0.9911303222714329,0.9925629849828796,0.9908046153870326,0.9908046153870321,0.9872794239543984,0.9920875462028466,0.9897312660681628,0.9897312660681628
berhutang,0.9904834365479959,0.9893105360879773,0.993631405273835,0.991060735484222,0.991060735484222,0.993631405273835,0.991060735484222,0.9904834365479959,0.9893105360879773,0.991060735484222,0.993631405273835,0.9940403122419245,0.9924107933389238,0.991696976280068,0.9999999999999993,0.992684856960042,0.9875788271883088,0.9810730104065919,0.9926848569600427,1.0000000000000009,0.9926848569600427,0.990567739544332,0.9885713419254256,0.9912828347341426,0.9908746634864692,0.9938442436617901,0.9966339031842961,0.9891320190047499,0.9893311626172191,0.990972374013977,0.9924904971494952,0.9895255461805823,0.9895255461805829,0.9835146988490043,0.9902277941599813,0.9897124546348154,0.9897124546348154
kewajipan,0.99445828001433,0.9900308536096118,0.9937878940379848,0.9941974305959338,0.9941974305959338,0.9937878940379848,0.9941974305959338,0.99445828001433,0.9900308536096118,0.9941974305959338,0.9937878940379848,0.9952382635267653,0.9939383793099581,0.9944462000454045,0.992684856960042,0.9999999999999993,0.9870085294089012,0.9842257383819089,0.9999999999999997,0.9926848569600427,0.9999999999999997,0.9915408350175255,0.9861801976143231,0.9910225330265117,0.9933347988840253,0.9924973595897393,0.9947678542549377,0.9911429476302972,0.9946780608790974,0.9917723607354813,0.9924584724643788,0.990032556609324,0.9900325566093238,0.9904789375948371,0.9918656823464802,0.9913498172715165,0.9913498172715165
terpaksa,0.9860373226440287,0.9848024873533621,0.9845074689026568,0.99069327591608,0.99069327591608,0.9845074689026568,0.99069327591608,0.9860373226440287,0.9848024873533621,0.99069327591608,0.9845074689026568,0.9874447623405946,0.9873845253145688,0.9885823295835529,0.9875788271883088,0.9870085294089012,1.0,0.975861586675257,0.9870085294089009,0.9875788271883081,0.9870085294089009,0.9880558936900543,0.9756339728779561,0.9886198207668473,0.9803605482462437,0.9868147780912407,0.9872696533769088,0.9805978344989301,0.9836537797153957,0.9870730492133775,0.9862838411191955,0.9871719918311769,0.9871719918311769,0.9738191704278389,0.9886822045720551,0.9784678494899047,0.9784678494899047
wajib,0.9821833889322953,0.975869841411456,0.981472583399084,0.9809038545268582,0.9809038545268582,0.981472583399084,0.9809038545268582,0.9821833889322953,0.975869841411456,0.9809038545268582,0.981472583399084,0.9825619414856022,0.9807978718548128,0.9823709105493662,0.9810730104065919,0.9842257383819089,0.975861586675257,1.0000000000000002,0.9842257383819086,0.9810730104065922,0.9842257383819086,0.9793381575976463,0.974996847149398,0.978391712218752,0.9820981553136501,0.9802939806788087,0.9836877294934047,0.98020765323198,0.9832727633680539,0.9786797765286804,0.9789625233776972,0.9775125466469361,0.9775125466469361,0.9818763961010141,0.9785443561071963,0.9803539940560243,0.9803539940560243
kewajipan,0.994458280014329,0.9900308536096116,0.9937878940379845,0.9941974305959335,0.9941974305959335,0.9937878940379845,0.9941974305959335,0.994458280014329,0.9900308536096116,0.9941974305959335,0.9937878940379845,0.9952382635267645,0.9939383793099571,0.9944462000454036,0.9926848569600427,0.9999999999999997,0.9870085294089009,0.9842257383819086,0.9999999999999993,0.992684856960042,0.9999999999999993,0.9915408350175264,0.9861801976143234,0.9910225330265119,0.9933347988840251,0.9924973595897392,0.9947678542549377,0.9911429476302963,0.9946780608790966,0.9917723607354807,0.9924584724643783,0.9900325566093238,0.9900325566093238,0.9904789375948371,0.9918656823464802,0.9913498172715165,0.9913498172715165
berhutang,0.9904834365479946,0.9893105360879773,0.993631405273835,0.9910607354842225,0.9910607354842225,0.993631405273835,0.9910607354842225,0.9904834365479946,0.9893105360879773,0.9910607354842225,0.993631405273835,0.9940403122419246,0.9924107933389237,0.9916969762800671,1.0000000000000009,0.9926848569600427,0.9875788271883081,0.9810730104065922,0.992684856960042,0.9999999999999993,0.992684856960042,0.9905677395443323,0.988571341925425,0.9912828347341427,0.9908746634864696,0.9938442436617902,0.9966339031842971,0.9891320190047498,0.9893311626172188,0.9909723740139778,0.9924904971494961,0.9895255461805829,0.9895255461805829,0.9835146988490043,0.9902277941599813,0.9897124546348154,0.9897124546348154
kewajipan,0.994458280014329,0.9900308536096116,0.9937878940379845,0.9941974305959335,0.9941974305959335,0.9937878940379845,0.9941974305959335,0.994458280014329,0.9900308536096116,0.9941974305959335,0.9937878940379845,0.9952382635267645,0.9939383793099571,0.9944462000454036,0.9926848569600427,0.9999999999999997,0.9870085294089009,0.9842257383819086,0.9999999999999993,0.992684856960042,0.9999999999999993,0.9915408350175264,0.9861801976143234,0.9910225330265119,0.9933347988840251,0.9924973595897392,0.9947678542549377,0.9911429476302963,0.9946780608790966,0.9917723607354807,0.9924584724643783,0.9900325566093238,0.9900325566093238,0.9904789375948371,0.9918656823464802,0.9913498172715165,0.9913498172715165
tanggungjawab,0.9884243264121777,0.9899925359708378,0.98820886248466,0.9907688991227488,0.9907688991227488,0.98820886248466,0.9907688991227488,0.9884243264121777,0.9899925359708378,0.9907688991227488,0.98820886248466,0.9919687695133245,0.9905816794227496,0.991342057141149,0.990567739544332,0.9915408350175255,0.9880558936900543,0.9793381575976463,0.9915408350175264,0.9905677395443323,0.9915408350175264,0.9999999999999999,0.9817800403360714,0.991144147889872,0.9874811636727407,0.9907687839976251,0.9913561660011545,0.9869360680063171,0.9884220037326981,0.9907625243728244,0.9920471160745714,0.9905984769029561,0.9905984769029561,0.9819413965589414,0.9924796926649918,0.9842629937831412,0.9842629937831412
hutang-piutang,0.9833665480378301,0.9810172973879777,0.9859663119423565,0.9806966963902517,0.9806966963902517,0.9859663119423565,0.9806966963902517,0.9833665480378301,0.9810172973879777,0.9806966963902517,0.9859663119423565,0.9864946953319633,0.9845993322842271,0.98272215407773,0.9885713419254256,0.9861801976143231,0.9756339728779561,0.974996847149398,0.9861801976143234,0.988571341925425,0.9861801976143234,0.9817800403360714,0.9999999999999994,0.9831828633715478,0.9888810051802337,0.9854533503252915,0.989309174055191,0.9852570496996996,0.9816490935918578,0.9832687662263946,0.9848768105764827,0.9805613893807773,0.9805613893807773,0.9798471621062251,0.980620192358189,0.9864173185162615,0.9864173185162615
hutang yang belum dibayar,0.988909315850135,0.9917997513263589,0.9892726059194851,0.9919508399848952,0.9919508399848952,0.9892726059194851,0.9919508399848952,0.988909315850135,0.9917997513263589,0.9919508399848952,0.9892726059194851,0.9939129717962988,0.9933593376352494,0.9913461084467137,0.9912828347341426,0.9910225330265117,0.9886198207668473,0.978391712218752,0.9910225330265119,0.9912828347341427,0.9910225330265119,0.991144147889872,0.9831828633715478,0.9999999999999997,0.9896781817638103,0.9931993826815717,0.9927451728291121,0.9866214400867841,0.9883191221629039,0.991394064855776,0.994580994092402,0.9918173466672419,0.9918173466672419,0.981585852871245,0.994107138141804,0.9844954826700045,0.9844954826700045
kewajipan hutang,0.9884246378914422,0.9856657455460487,0.989296159160496,0.9858668522813816,0.9858668522813816,0.989296159160496,0.9858668522813816,0.9884246378914422,0.9856657455460487,0.9858668522813816,0.989296159160496,0.9927422525908167,0.9907703355775977,0.9898556683719015,0.9908746634864692,0.9933347988840253,0.9803605482462437,0.9820981553136501,0.9933347988840251,0.9908746634864696,0.9933347988840251,0.9874811636727407,0.9888810051802337,0.9896781817638103,1.0,0.990619792900184,0.9933204593846372,0.9895503440640745,0.9890595485815014,0.9869732287784325,0.9913794625634479,0.9849789864823305,0.9849789864823305,0.9892374176986161,0.9862845060941176,0.9913251830256355,0.9913251830256355
rasa terhutang budi,0.9901157871655276,0.9894556966239908,0.9916342458791655,0.9913725911782378,0.9913725911782378,0.9916342458791655,0.9913725911782378,0.9901157871655276,0.9894556966239908,0.9913725911782378,0.9916342458791655,0.995656636101698,0.9965641649767679,0.9933119226397463,0.9938442436617901,0.9924973595897393,0.9868147780912407,0.9802939806788087,0.9924973595897392,0.9938442436617902,0.9924973595897392,0.9907687839976251,0.9854533503252915,0.9931993826815717,0.990619792900184,1.0000000000000004,0.9967975544408596,0.987740904758895,0.9899103547825661,0.9933866743357675,0.9934029491763028,0.9928779929951941,0.9928779929951941,0.9839327367185188,0.9933744985096444,0.988078493803514,0.988078493803514
terhutang budi,0.9923271236332697,0.9896254161904907,0.9938674380491753,0.9925184139024362,0.9925184139024362,0.9938674380491753,0.9925184139024362,0.9923271236332697,0.9896254161904907,0.9925184139024362,0.9938674380491753,0.9964086286979995,0.9948732172374211,0.9953781539352381,0.9966339031842961,0.9947678542549377,0.9872696533769088,0.9836877294934047,0.9947678542549377,0.9966339031842971,0.9947678542549377,0.9913561660011545,0.989309174055191,0.9927451728291121,0.9933204593846372,0.9967975544408596,0.9999999999999992,0.9904939704504925,0.992230798973039,0.9922626606928493,0.9937704650806544,0.9908190205437355,0.9908190205437355,0.9875416031784965,0.9921972884145005,0.9920514526564033,0.9920514526564033
penyesalan,0.987801610019031,0.9856999247366016,0.9898921827165832,0.9877498742392332,0.9877498742392332,0.9898921827165832,0.9877498742392332,0.987801610019031,0.9856999247366016,0.9877498742392332,0.9898921827165832,0.9909605424228252,0.989784087354164,0.988944446644893,0.9891320190047499,0.9911429476302972,0.9805978344989301,0.98020765323198,0.9911429476302963,0.9891320190047498,0.9911429476302963,0.9869360680063171,0.9852570496996996,0.9866214400867841,0.9895503440640745,0.987740904758895,0.9904939704504925,1.0,0.9875832689897095,0.9872392393455944,0.9882472398494376,0.9861938344161875,0.9861938344161875,0.9839797161682754,0.9866222391454054,0.9880949234665426,0.9880949234665426
maaf,0.993426199372648,0.9858765102989974,0.9902920276768767,0.9912020250050362,0.9912020250050362,0.9902920276768767,0.9912020250050362,0.993426199372648,0.9858765102989974,0.9912020250050362,0.9902920276768767,0.9923210567328652,0.9923236874585759,0.9930581072478974,0.9893311626172191,0.9946780608790974,0.9836537797153957,0.9832727633680539,0.9946780608790966,0.9893311626172188,0.9946780608790966,0.9884220037326981,0.9816490935918578,0.9883191221629039,0.9890595485815014,0.9899103547825661,0.992230798973039,0.9875832689897095,0.999999999999999,0.9884892379218311,0.9910976750459712,0.9882581525648765,0.9882581525648765,0.9920259024128302,0.9898412737549536,0.9928724537575938,0.9928724537575938
ampunkan saya,0.9901952387865848,0.9888796780073381,0.9910567724078785,0.9924898055643738,0.9924898055643738,0.9910567724078785,0.9924898055643738,0.9901952387865848,0.9888796780073381,0.9924898055643738,0.9910567724078785,0.9944751154613855,0.9940204786004798,0.9911303222714329,0.990972374013977,0.9917723607354813,0.9870730492133775,0.9786797765286804,0.9917723607354807,0.9909723740139778,0.9917723607354807,0.9907625243728244,0.9832687662263946,0.991394064855776,0.9869732287784325,0.9933866743357675,0.9922626606928493,0.9872392393455944,0.9884892379218311,1.0000000000000002,0.9911306282670012,0.9977287194436136,0.9977287194436136,0.9819227403364634,0.9950108019620962,0.9859472221541554,0.9859472221541554
bersifat memohon maaf,0.9898823929734996,0.9888227907669863,0.991031805783962,0.9909810776336957,0.9909810776336957,0.991031805783962,0.9909810776336957,0.9898823929734996,0.9888227907669863,0.9909810776336957,0.991031805783962,0.9952647479314002,0.9940786756985727,0.9925629849828796,0.9924904971494952,0.9924584724643788,0.9862838411191955,0.9789625233776972,0.9924584724643783,0.9924904971494961,0.9924584724643783,0.9920471160745714,0.9848768105764827,0.994580994092402,0.9913794625634479,0.9934029491763028,0.9937704650806544,0.9882472398494376,0.9910976750459712,0.9911306282670012,1.0,0.9915683021742815,0.9915683021742815,0.9858916692826203,0.9928785537643143,0.988794380514248,0.988794380514248
maafkan saya,0.9890213611767101,0.9882924064645549,0.9898397811942061,0.992155886146564,0.992155886146564,0.9898397811942061,0.992155886146564,0.9890213611767101,0.9882924064645549,0.992155886146564,0.9898397811942061,0.9937545953897488,0.9942647904728419,0.9908046153870326,0.9895255461805823,0.990032556609324,0.9871719918311769,0.9775125466469361,0.9900325566093238,0.9895255461805829,0.9900325566093238,0.9905984769029561,0.9805613893807773,0.9918173466672419,0.9849789864823305,0.9928779929951941,0.9908190205437355,0.9861938344161875,0.9882581525648765,0.9977287194436136,0.9915683021742815,1.0,1.0,0.9808475382114634,0.9963050910562437,0.984577251142167,0.984577251142167
maafkan saya,0.9890213611767096,0.9882924064645541,0.9898397811942056,0.9921558861465644,0.9921558861465644,0.9898397811942056,0.9921558861465644,0.9890213611767096,0.9882924064645541,0.9921558861465644,0.9898397811942056,0.9937545953897491,0.9942647904728407,0.9908046153870321,0.9895255461805829,0.9900325566093238,0.9871719918311769,0.9775125466469361,0.9900325566093238,0.9895255461805829,0.9900325566093238,0.9905984769029561,0.9805613893807773,0.9918173466672419,0.9849789864823305,0.9928779929951941,0.9908190205437355,0.9861938344161875,0.9882581525648765,0.9977287194436136,0.9915683021742815,1.0,1.0,0.9808475382114634,0.9963050910562437,0.984577251142167,0.984577251142167
memohon maaf,0.9871325169712382,0.9785620462617504,0.9857842492310834,0.9834164385518782,0.9834164385518782,0.9857842492310834,0.9834164385518782,0.9871325169712382,0.9785620462617504,0.9834164385518782,0.9857842492310834,0.9881616250544978,0.9863057999264231,0.9872794239543984,0.9835146988490043,0.9904789375948371,0.9738191704278389,0.9818763961010141,0.9904789375948371,0.9835146988490043,0.9904789375948371,0.9819413965589414,0.9798471621062251,0.981585852871245,0.9892374176986161,0.9839327367185188,0.9875416031784965,0.9839797161682754,0.9920259024128302,0.9819227403364634,0.9858916692826203,0.9808475382114634,0.9808475382114634,0.9999999999999998,0.981915464599297,0.9927921424135089,0.9927921424135089
minta izin,0.9902812444748553,0.9904845427347071,0.990228836198435,0.993830612284547,0.993830612284547,0.990228836198435,0.993830612284547,0.9902812444748553,0.9904845427347071,0.993830612284547,0.990228836198435,0.9938951719697902,0.994311148323344,0.9920875462028466,0.9902277941599813,0.9918656823464802,0.9886822045720551,0.9785443561071963,0.9918656823464802,0.9902277941599813,0.9918656823464802,0.9924796926649918,0.980620192358189,0.994107138141804,0.9862845060941176,0.9933744985096444,0.9921972884145005,0.9866222391454054,0.9898412737549536,0.9950108019620962,0.9928785537643143,0.9963050910562437,0.9963050910562437,0.981915464599297,0.9999999999999993,0.9843614519920492,0.9843614519920492
permohonan maaf,0.9881735649839395,0.9819322388938847,0.9887730069728817,0.9858548110141907,0.9858548110141907,0.9887730069728817,0.9858548110141907,0.9881735649839395,0.9819322388938847,0.9858548110141907,0.9887730069728817,0.9908360821164118,0.9893835247018574,0.9897312660681628,0.9897124546348154,0.9913498172715165,0.9784678494899047,0.9803539940560243,0.9913498172715165,0.9897124546348154,0.9913498172715165,0.9842629937831412,0.9864173185162615,0.9844954826700045,0.9913251830256355,0.988078493803514,0.9920514526564033,0.9880949234665426,0.9928724537575938,0.9859472221541554,0.988794380514248,0.984577251142167,0.984577251142167,0.9927921424135089,0.9843614519920492,0.9999999999999996,0.9999999999999996
permohonan maaf,0.9881735649839395,0.9819322388938847,0.9887730069728817,0.9858548110141907,0.9858548110141907,0.9887730069728817,0.9858548110141907,0.9881735649839395,0.9819322388938847,0.9858548110141907,0.9887730069728817,0.9908360821164118,0.9893835247018574,0.9897312660681628,0.9897124546348154,0.9913498172715165,0.9784678494899047,0.9803539940560243,0.9913498172715165,0.9897124546348154,0.9913498172715165,0.9842629937831412,0.9864173185162615,0.9844954826700045,0.9913251830256355,0.988078493803514,0.9920514526564033,0.9880949234665426,0.9928724537575938,0.9859472221541554,0.988794380514248,0.984577251142167,0.984577251142167,0.9927921424135089,0.9843614519920492,0.9999999999999996,0.9999999999999996
